ID,Idioma,Nombre_Idioma,Texto_Original,Texto_Optimizado,Tokens_Original,Tokens_Optimizados,Similitud,Reduccion_Tokens,Pct_Reduccion,Cumple_Restriccion
356,eng_Latn,English,"This causes the skater to turn. If the skates tilt to the right, the skater turns right, if the skates tilt to the left, the skater turns left.","This causes the skater to turn. If the skates tilt to the right, the skater turns right, if the skates tilt to the left, the skater turns left.",38,38,1.0,0,0.0,True
357,eng_Latn,English,"To return to their previous energy level, they must get rid of the extra energy they got from the light.","To return to their previous energy level, they must get rid of the extra energy they got from the light.",22,22,1.0,0,0.0,True
358,eng_Latn,English,"They do this by emitting a tiny particle of light called a ""photon"".","They do this by emitting a tiny particle of light called a ""photon"".",16,16,1.0,0,0.0,True
359,eng_Latn,English,"Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation.","Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation.",38,38,1.0000001,0,0.0,True
360,eng_Latn,English,"The next picture shows the atoms emitting photons. Of course, in reality photons are a lot smaller than those in the picture.","The next picture shows the atoms emitting photons. Of course, in reality photons are a lot smaller than those in the picture.",25,25,0.9999999,0,0.0,True
361,eng_Latn,English,Photons are even smaller than the stuff that makes up atoms!,Photons are even smaller than the stuff that makes up atoms!,13,13,1.0,0,0.0,True
362,eng_Latn,English,After hundreds of hours of operation the filament in the bulb eventually burns out and the light bulb no longer works.,After hundreds of hours of operation the filament in the bulb eventually burns out and the light bulb no longer works.,22,22,0.9999999,0,0.0,True
363,eng_Latn,English,The light bulb then needs replacing. It is necessary to be careful in replacing the light bulb.,The light bulb then needs replacing. It is necessary to be careful in replacing the light bulb.,19,19,0.9999999,0,0.0,True
364,eng_Latn,English,"First, the switch for the light fixture needs to be turned off or the cable disconnected.","First, the switch for the light fixture needs to be turned off or the cable disconnected.",18,18,1.0000001,0,0.0,True
365,eng_Latn,English,This is because electricity flowing into the socket where the metallic part of bulb sits can give you a severe electric shock if you touch the inside of the socket or the metal base of the bulb while it is still partly in the socket.,This is because electricity flowing into the socket where the metallic part of bulb sits can give you a severe electric shock if you touch the inside of the socket or the metal base of the bulb while it is still partly in the socket.,46,46,0.99999994,0,0.0,True
366,eng_Latn,English,"The major organ of the circulatory system is the heart, which pumps the blood.","The major organ of the circulatory system is the heart, which pumps the blood.",17,17,0.9999999,0,0.0,True
367,eng_Latn,English,Blood goes away from the heart in tubes called arteries and comes back to the heart in tubes called veins. The smallest tubes are called capillaries.,Blood goes away from the heart in tubes called arteries and comes back to the heart in tubes called veins. The smallest tubes are called capillaries.,30,30,0.9999999,0,0.0,True
368,eng_Latn,English,A triceratops' teeth would have been able to crush not only leaves but even very tough branches and roots.,A triceratops' teeth would have been able to crush not only leaves but even very tough branches and roots.,24,24,0.9999999,0,0.0,True
369,eng_Latn,English,"Some scientists think Triceratops ate cycads, which are a type of plant that was common in the Cretaceous.","Some scientists think Triceratops ate cycads, which are a type of plant that was common in the Cretaceous.",26,26,1.0,0,0.0,True
370,eng_Latn,English,"These plants look like a small palm tree with a crown of sharp, spiky leaves.","These plants look like a small palm tree with a crown of sharp, spiky leaves.",19,19,0.99999994,0,0.0,True
371,eng_Latn,English,A Triceratops could have used its strong beak to strip off the leaves before eating the trunk.,A Triceratops could have used its strong beak to strip off the leaves before eating the trunk.,22,22,1.0000001,0,0.0,True
372,eng_Latn,English,"Other scientists argue that these plants are very poisonous so it is unlikely that any dinosaur ate them, even though today the sloth and other animals like the parrot (a descendant of the dinosaurs) can eat poisonous leaves or fruit.","Other scientists argue that these plants are very poisonous so it is unlikely that any dinosaur ate them, even though today the sloth and other animals like the parrot (a descendant of the dinosaurs) can eat poisonous leaves or fruit.",46,46,1.0000002,0,0.0,True
373,eng_Latn,English,"How would Io's gravity pull on me? If you stood on the surface of Io, you would weigh less than you do on Earth.","How would Io's gravity pull on me? If you stood on the surface of Io, you would weigh less than you do on Earth.",28,28,0.9999999,0,0.0,True
374,eng_Latn,English,"A person who weighs 200 pounds (90kg) on Earth would weigh about 36 pounds (16kg) on Io. So the gravity, of course, pulls less on you.","A person who weighs 200 pounds (90kg) on Earth would weigh about 36 pounds (16kg) on Io. So the gravity, of course, pulls less on you.",38,38,0.99999994,0,0.0,True
375,eng_Latn,English,"The Sun doesn't have a crust like the Earth that you can stand on. The whole Sun is made out of gases, fire, and plasma.","The Sun doesn't have a crust like the Earth that you can stand on. The whole Sun is made out of gases, fire, and plasma.",30,30,0.9999999,0,0.0,True
376,eng_Latn,English,The gas becomes thinner as you go farther from the center of the Sun.,The gas becomes thinner as you go farther from the center of the Sun.,15,15,0.99999976,0,0.0,True
377,eng_Latn,English,"The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light"".","The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light"".",24,24,1.0,0,0.0,True
378,eng_Latn,English,"About three thousand years later, in 1610, Italian astronomer Galileo Galilei used a telescope to observe that Venus has phases, just as the moon does.","About three thousand years later, in 1610, Italian astronomer Galileo Galilei used a telescope to observe that Venus has phases, just as the moon does.",35,35,1.0,0,0.0,True
379,eng_Latn,English,Phases happen because only the side of Venus (or of the Moon) facing the Sun is lighted. The phases of Venus supported the theory of Copernicus that the planets go around the Sun.,Phases happen because only the side of Venus (or of the Moon) facing the Sun is lighted. The phases of Venus supported the theory of Copernicus that the planets go around the Sun.,41,41,1.0,0,0.0,True
380,eng_Latn,English,"Then, a few years later in 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus.","Then, a few years later in 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus.",26,26,1.0,0,0.0,True
381,eng_Latn,English,England had experienced a long period of peace after the reconquest of the Danelaw.,England had experienced a long period of peace after the reconquest of the Danelaw.,18,18,1.0,0,0.0,True
382,eng_Latn,English,However in 991 Ethelred was faced with a Viking fleet larger than any since Guthrum's a century earlier.,However in 991 Ethelred was faced with a Viking fleet larger than any since Guthrum's a century earlier.,24,24,1.0,0,0.0,True
383,eng_Latn,English,"This fleet was led by Olaf Trygvasson, a Norwegian with ambitions to reclaim his country from Danish domination.","This fleet was led by Olaf Trygvasson, a Norwegian with ambitions to reclaim his country from Danish domination.",24,24,1.0000002,0,0.0,True
384,eng_Latn,English,"After initial military setbacks, Ethelred was able to agree to terms with Olaf, who returned to Norway to try to gain his kingdom with mixed success.","After initial military setbacks, Ethelred was able to agree to terms with Olaf, who returned to Norway to try to gain his kingdom with mixed success.",32,32,1.0000002,0,0.0,True
385,eng_Latn,English,Hangeul is the only purposely invented alphabet in popular daily use. The alphabet was invented in 1444 during the reign of King Sejong (1418 – 1450).,Hangeul is the only purposely invented alphabet in popular daily use. The alphabet was invented in 1444 during the reign of King Sejong (1418 – 1450).,37,37,1.0,0,0.0,True
386,eng_Latn,English,King Sejong was the fourth king of the Joseon Dynasty and is one of the most highly regarded.,King Sejong was the fourth king of the Joseon Dynasty and is one of the most highly regarded.,21,21,0.9999999,0,0.0,True
387,eng_Latn,English,"He originally named the Hangeul alphabet Hunmin Jeongeum, which means ""the correct sounds for the instruction of the people"".","He originally named the Hangeul alphabet Hunmin Jeongeum, which means ""the correct sounds for the instruction of the people"".",28,28,1.0000001,0,0.0,True
388,eng_Latn,English,There are many theories to how Sanskrit came into existence. One of them is about an Aryan migration from the west into India who brought their language with them.,There are many theories to how Sanskrit came into existence. One of them is about an Aryan migration from the west into India who brought their language with them.,33,33,1.0000001,0,0.0,True
389,eng_Latn,English,Sanskrit is an ancient language and is comparable to the Latin language spoken in Europe.,Sanskrit is an ancient language and is comparable to the Latin language spoken in Europe.,18,18,1.0,0,0.0,True
390,eng_Latn,English,"The earliest known book in the world was written in Sanskrit. After the compilation of Upanishads, Sanskrit just faded due to hierarchy.","The earliest known book in the world was written in Sanskrit. After the compilation of Upanishads, Sanskrit just faded due to hierarchy.",30,30,0.99999994,0,0.0,True
391,eng_Latn,English,"Sanskrit is a very complex and rich language, which has served to be the source for many modern Indian languages, just like Latin is the source for European languages like French and Spanish.","Sanskrit is a very complex and rich language, which has served to be the source for many modern Indian languages, just like Latin is the source for European languages like French and Spanish.",38,38,0.99999976,0,0.0,True
392,eng_Latn,English,"With the battle for France over, Germany began to get ready to invade the island of Britain.","With the battle for France over, Germany began to get ready to invade the island of Britain.",19,19,0.99999994,0,0.0,True
393,eng_Latn,English,"Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak.","Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak.",38,38,1.0000001,0,0.0,True
394,eng_Latn,English,But the Royal Navy was still much stronger than the German Navy (“Kriegsmarine”) and could have destroyed any invasion fleet sent across the English Channel.,But the Royal Navy was still much stronger than the German Navy (“Kriegsmarine”) and could have destroyed any invasion fleet sent across the English Channel.,31,31,1.0,0,0.0,True
395,eng_Latn,English,"However, very few Royal Navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by German air attack.","However, very few Royal Navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by German air attack.",29,29,0.99999976,0,0.0,True
396,eng_Latn,English,"Let's start with an explanation about Italy's plans. Italy was mainly the ""little brother"" of Germany and Japan.","Let's start with an explanation about Italy's plans. Italy was mainly the ""little brother"" of Germany and Japan.",24,24,1.0000001,0,0.0,True
397,eng_Latn,English,"It had a weaker army and a weaker navy, although they had just built four new ships right before the beginning of the war.","It had a weaker army and a weaker navy, although they had just built four new ships right before the beginning of the war.",26,26,0.9999999,0,0.0,True
398,eng_Latn,English,"Italy's main goals were African countries. To capture those countries, they would need to have a troop launching pad, so as troops could sail across the Mediterranean Sea and invade Africa.","Italy's main goals were African countries. To capture those countries, they would need to have a troop launching pad, so as troops could sail across the Mediterranean Sea and invade Africa.",36,36,1.0000001,0,0.0,True
399,eng_Latn,English,"For that, they had to get rid of British bases and ships in Egypt. Besides those actions, Italy's battleships were not supposed to do anything else.","For that, they had to get rid of British bases and ships in Egypt. Besides those actions, Italy's battleships were not supposed to do anything else.",32,32,0.99999994,0,0.0,True
400,eng_Latn,English,"Now for Japan. Japan was an island country, just like Britain.","Now for Japan. Japan was an island country, just like Britain.",14,14,1.0,0,0.0,True
401,eng_Latn,English,"Submarines are ships designed to travel underwater, and remain there for an extended amount of time.","Submarines are ships designed to travel underwater, and remain there for an extended amount of time.",20,20,1.0000002,0,0.0,True
402,eng_Latn,English,Submarines were used in World War I and World War II. Back then they were very slow and had a very limited shooting range.,Submarines were used in World War I and World War II. Back then they were very slow and had a very limited shooting range.,28,28,1.0,0,0.0,True
403,eng_Latn,English,"In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.","In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.",37,37,1.0,0,0.0,True
404,eng_Latn,English,German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines.,German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines.,21,21,0.9999999,0,0.0,True
405,eng_Latn,English,"Because of their success with submarines, after the war Germans aren't trusted to have many of them.","Because of their success with submarines, after the war Germans aren't trusted to have many of them.",20,20,1.0,0,0.0,True
406,eng_Latn,English,"Yes! King Tutankhamun, sometimes referred to as ""King Tut"" or ""The Boy King"", is one of the most well known ancient Egyptian kings in modern times.","Yes! King Tutankhamun, sometimes referred to as ""King Tut"" or ""The Boy King"", is one of the most well known ancient Egyptian kings in modern times.",36,36,1.0000001,0,0.0,True
407,eng_Latn,English,"Interestingly, he was not considered to be very important in ancient times and was not recorded on most ancient king lists.","Interestingly, he was not considered to be very important in ancient times and was not recorded on most ancient king lists.",23,23,0.9999999,0,0.0,True
408,eng_Latn,English,"However, the discovery of his tomb in 1922 made him a celebrity. While many tombs of the past were robbed, this tomb was left virtually undisturbed.","However, the discovery of his tomb in 1922 made him a celebrity. While many tombs of the past were robbed, this tomb was left virtually undisturbed.",35,35,0.99999994,0,0.0,True
409,eng_Latn,English,"Most of the items buried with Tutankhamun have been well preserved, including thousands of artefacts made from precious metals and rare stones.","Most of the items buried with Tutankhamun have been well preserved, including thousands of artefacts made from precious metals and rare stones.",28,28,1.0000001,0,0.0,True
410,eng_Latn,English,"The invention of spoke wheels made Assyrian chariots lighter, faster, and better prepared to outrun soldiers and other chariots.","The invention of spoke wheels made Assyrian chariots lighter, faster, and better prepared to outrun soldiers and other chariots.",28,28,1.0,0,0.0,True
411,eng_Latn,English,"Arrows from their deadly crossbows could penetrate the armor of rival soldiers. About 1000 B.C., the Assyrians introduced the first cavalry.","Arrows from their deadly crossbows could penetrate the armor of rival soldiers. About 1000 B.C., the Assyrians introduced the first cavalry.",30,30,1.0,0,0.0,True
412,eng_Latn,English,"A cavalry is an army that fights on horseback. The saddle had not yet been invented, so the Assyrian cavalry fought on the bare backs of their horses.","A cavalry is an army that fights on horseback. The saddle had not yet been invented, so the Assyrian cavalry fought on the bare backs of their horses.",33,33,1.0000001,0,0.0,True
413,eng_Latn,English,"We know many Greek politicians, scientists, and artists. Possibly the most known person of this culture is Homer, the legendary blind poet, who composed two masterpieces of Greek literature: the poems Iliad and Odyssey.","We know many Greek politicians, scientists, and artists. Possibly the most known person of this culture is Homer, the legendary blind poet, who composed two masterpieces of Greek literature: the poems Iliad and Odyssey.",44,44,1.0,0,0.0,True
414,eng_Latn,English,Sophocles and Aristophanes are still popular playwrights and their plays are considered to be among the greatest works of world literature.,Sophocles and Aristophanes are still popular playwrights and their plays are considered to be among the greatest works of world literature.,27,27,1.0,0,0.0,True
415,eng_Latn,English,"Another famous Greek is a mathematician Pythagoras, mostly known for his famous theorem about relations of the sides of right triangles.","Another famous Greek is a mathematician Pythagoras, mostly known for his famous theorem about relations of the sides of right triangles.",26,26,1.0000001,0,0.0,True
416,eng_Latn,English,There are varying estimates for how many people speak Hindi. It is estimated to be between the second and fourth most commonly spoken language in the world.,There are varying estimates for how many people speak Hindi. It is estimated to be between the second and fourth most commonly spoken language in the world.,29,29,1.0,0,0.0,True
417,eng_Latn,English,The number of native speakers varies depending on whether or not very closely related dialects are counted.,The number of native speakers varies depending on whether or not very closely related dialects are counted.,19,19,0.9999999,0,0.0,True
418,eng_Latn,English,"Estimates range from 340 million to 500 million speakers, and as many as 800 million people can understand the language.","Estimates range from 340 million to 500 million speakers, and as many as 800 million people can understand the language.",26,26,0.99999994,0,0.0,True
419,eng_Latn,English,"Hindi and Urdu are similar in vocabulary but different in script; in everyday conversations, speakers of both languages can usually understand each other.","Hindi and Urdu are similar in vocabulary but different in script; in everyday conversations, speakers of both languages can usually understand each other.",27,27,0.99999994,0,0.0,True
420,eng_Latn,English,"Around the 15th century, northern Estonia was under great cultural influence of Germany.","Around the 15th century, northern Estonia was under great cultural influence of Germany.",17,17,1.0000001,0,0.0,True
421,eng_Latn,English,"Some German monks wanted to bring God closer to the native people, so they invented the Estonian literal language.","Some German monks wanted to bring God closer to the native people, so they invented the Estonian literal language.",22,22,0.99999994,0,0.0,True
422,eng_Latn,English,"It was based on the German alphabet and one character ""Õ/õ"" was added.","It was based on the German alphabet and one character ""Õ/õ"" was added.",19,19,1.0000002,0,0.0,True
423,eng_Latn,English,"As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.","As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.",22,22,1.0,0,0.0,True
424,eng_Latn,English,"Traditionally, the heir to the throne would go straight into the military after finishing school.","Traditionally, the heir to the throne would go straight into the military after finishing school.",18,18,1.0,0,0.0,True
425,eng_Latn,English,"However, Charles went to university at Trinity College, Cambridge where he studied Anthropology and Archaeology, and later History, earning a 2:2 (a lower second class degree).","However, Charles went to university at Trinity College, Cambridge where he studied Anthropology and Archaeology, and later History, earning a 2:2 (a lower second class degree).",37,37,1.0,0,0.0,True
426,eng_Latn,English,Charles was the first member of the British Royal Family to be awarded a degree.,Charles was the first member of the British Royal Family to be awarded a degree.,16,16,1.0000002,0,0.0,True
427,eng_Latn,English,European Turkey (eastern Thrace or Rumelia in the Balkan peninsula) includes 3% of the country.,European Turkey (eastern Thrace or Rumelia in the Balkan peninsula) includes 3% of the country.,24,24,1.0,0,0.0,True
428,eng_Latn,English,"The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.","The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.",35,35,0.9999999,0,0.0,True
429,eng_Latn,English,"Turkey's area, including lakes, occupies 783,562 square kilometres (300,948 sq mi), of which 755,688 square kilometres (291,773 sq mi) are in south west Asia and 23,764 square kilometres (9,174 sq mi) in Europe.","Turkey's area, including lakes, occupies 783,562 square kilometres (300,948 sq mi), of which 755,688 square kilometres (291,773 sq mi) are in south west Asia and 23,764 square kilometres (9,174 sq mi) in Europe.",58,58,0.9999999,0,0.0,True
430,eng_Latn,English,"Turkey's area makes it the world's 37th-largest country, and is about the size of Metropolitan France and the United Kingdom combined.","Turkey's area makes it the world's 37th-largest country, and is about the size of Metropolitan France and the United Kingdom combined.",28,28,0.9999999,0,0.0,True
431,eng_Latn,English,"Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south.","Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south.",34,34,1.0,0,0.0,True
432,eng_Latn,English,Luxembourg has a long history but its independence dates from 1839.,Luxembourg has a long history but its independence dates from 1839.,15,15,1.0,0,0.0,True
433,eng_Latn,English,Present-day parts of Belgium were part of Luxembourg in the past but became Belgian after the 1830s Belgian Revolution.,Present-day parts of Belgium were part of Luxembourg in the past but became Belgian after the 1830s Belgian Revolution.,24,24,1.0,0,0.0,True
434,eng_Latn,English,Luxembourg has always tried to remain a neutral country but it was occupied in both World War I and World War II by Germany.,Luxembourg has always tried to remain a neutral country but it was occupied in both World War I and World War II by Germany.,26,26,1.0,0,0.0,True
435,eng_Latn,English,In 1957 Luxembourg became a founding member of the organization which is today known as the European Union.,In 1957 Luxembourg became a founding member of the organization which is today known as the European Union.,21,21,1.0,0,0.0,True
436,eng_Latn,English,The Drukgyal Dzong is a ruined fortress and Buddhist monastery in the upper part of the Paro District (in Phondey Village).,The Drukgyal Dzong is a ruined fortress and Buddhist monastery in the upper part of the Paro District (in Phondey Village).,31,31,1.0,0,0.0,True
437,eng_Latn,English,"It is said that in 1649, Zhabdrung Ngawang Namgyel created the fortress to commemorate his victory against the Tibetan-Mongol forces.","It is said that in 1649, Zhabdrung Ngawang Namgyel created the fortress to commemorate his victory against the Tibetan-Mongol forces.",34,34,0.99999994,0,0.0,True
438,eng_Latn,English,"In 1951, a fire caused for only some of the relics of the Drukgyal Dzong to remain, such as the image of Zhabdrung Ngawang Namgyal.","In 1951, a fire caused for only some of the relics of the Drukgyal Dzong to remain, such as the image of Zhabdrung Ngawang Namgyal.",42,42,0.99999976,0,0.0,True
439,eng_Latn,English,"After the fire, the fortress was preserved and protected, remaining to be one of Bhutan's most sensational attractions.","After the fire, the fortress was preserved and protected, remaining to be one of Bhutan's most sensational attractions.",23,23,1.0,0,0.0,True
440,eng_Latn,English,"During the 18th century Cambodia found itself squeezed between two powerful neighbors, Thailand and Vietnam.","During the 18th century Cambodia found itself squeezed between two powerful neighbors, Thailand and Vietnam.",19,19,1.0,0,0.0,True
441,eng_Latn,English,The Thais invaded Cambodia several times in the 18th century and in 1772 they destroyed Phnom Phen.,The Thais invaded Cambodia several times in the 18th century and in 1772 they destroyed Phnom Phen.,24,24,1.0,0,0.0,True
442,eng_Latn,English,In the last years of the 18th century the Vietnamese also invaded Cambodia.,In the last years of the 18th century the Vietnamese also invaded Cambodia.,16,16,1.0,0,0.0,True
443,eng_Latn,English,"Eighteen percent of Venezuelans are unemployed, and most of those who are employed work in the informal economy.","Eighteen percent of Venezuelans are unemployed, and most of those who are employed work in the informal economy.",22,22,1.0,0,0.0,True
444,eng_Latn,English,"Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.","Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.",27,27,0.9999998,0,0.0,True
445,eng_Latn,English,"An important industry for Venezuelans is oil, where the country is a net exporter, even though only one percent work in the oil industry.","An important industry for Venezuelans is oil, where the country is a net exporter, even though only one percent work in the oil industry.",28,28,0.99999994,0,0.0,True
446,eng_Latn,English,"Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.","Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.",24,24,0.9999999,0,0.0,True
447,eng_Latn,English,"In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.","In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.",26,26,0.9999998,0,0.0,True
448,eng_Latn,English,"Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.","Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.",32,32,1.0000001,0,0.0,True
449,eng_Latn,English,"And then back to the north through the west, once again crossing the Mara river, after the rains in around April.","And then back to the north through the west, once again crossing the Mara river, after the rains in around April.",24,24,0.99999994,0,0.0,True
450,eng_Latn,English,"The Serengeti region contains the Serengeti National Park, the Ngorongoro Conservation Area and Maswa Game Reserve in Tanzania and the Maasai Mara National Reserve in Kenya.","The Serengeti region contains the Serengeti National Park, the Ngorongoro Conservation Area and Maswa Game Reserve in Tanzania and the Maasai Mara National Reserve in Kenya.",40,40,1.0,0,0.0,True
451,eng_Latn,English,"Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)","Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)",33,33,0.9999999,0,0.0,True
452,eng_Latn,English,Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.,Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.,23,23,0.99999994,0,0.0,True
453,eng_Latn,English,"Interactive design requires that components of a project connect to each other, but also make sense as a separate entity.","Interactive design requires that components of a project connect to each other, but also make sense as a separate entity.",22,22,1.0,0,0.0,True
454,eng_Latn,English,The disadvantage of zoom lenses is that the focal complexity and number of lens elements required to achieve a range of focal lengths is much greater than for prime lenses.,The disadvantage of zoom lenses is that the focal complexity and number of lens elements required to achieve a range of focal lengths is much greater than for prime lenses.,31,31,1.0,0,0.0,True
455,eng_Latn,English,This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.,This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.,17,17,0.99999994,0,0.0,True
456,eng_Latn,English,This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.,This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.,22,22,0.9999999,0,0.0,True
457,eng_Latn,English,Another disadvantage of zoom lenses is that the maximum aperture (the speed) of the lens is usually lower.,Another disadvantage of zoom lenses is that the maximum aperture (the speed) of the lens is usually lower.,21,21,1.0,0,0.0,True
458,eng_Latn,English,This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.,This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.,16,16,1.0,0,0.0,True
459,eng_Latn,English,One of the most common problems when trying to convert a movie to DVD format is the overscan.,One of the most common problems when trying to convert a movie to DVD format is the overscan.,20,20,1.0,0,0.0,True
460,eng_Latn,English,Most televisions are made in a way to please the general public.,Most televisions are made in a way to please the general public.,14,14,1.0000002,0,0.0,True
461,eng_Latn,English,"For that reason, everything you see on the TV had the borders cut, top, bottom and sides.","For that reason, everything you see on the TV had the borders cut, top, bottom and sides.",21,21,0.99999994,0,0.0,True
462,eng_Latn,English,This is made to ensure that the image covers the whole screen. That is called overscan.,This is made to ensure that the image covers the whole screen. That is called overscan.,19,19,1.0000001,0,0.0,True
463,eng_Latn,English,"Unfortunately, when you make a DVD, it's borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.","Unfortunately, when you make a DVD, it's borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.",37,37,1.0000002,0,0.0,True
464,eng_Latn,English,"The traditional medieval castle has long inspired the imagination, conjuring up images of jousts, banquets and Arthurian chivalry.","The traditional medieval castle has long inspired the imagination, conjuring up images of jousts, banquets and Arthurian chivalry.",28,28,1.0,0,0.0,True
465,eng_Latn,English,"Even standing amidst thousand year-old ruins it is easy to bring to mind the sounds and smells of battles long gone, to almost hear the clatter of hooves on the cobbles and to smell the fear rising from the dungeon pits.","Even standing amidst thousand year-old ruins it is easy to bring to mind the sounds and smells of battles long gone, to almost hear the clatter of hooves on the cobbles and to smell the fear rising from the dungeon pits.",48,48,0.99999994,0,0.0,True
466,eng_Latn,English,But is our imagination based on reality? Why were castles built in the first place? How were they designed and built?,But is our imagination based on reality? Why were castles built in the first place? How were they designed and built?,25,25,1.0000001,0,0.0,True
467,eng_Latn,English,"Typical for the period, Kirby Muxloe Castle is more of a fortified house than a true castle.","Typical for the period, Kirby Muxloe Castle is more of a fortified house than a true castle.",22,22,0.99999994,0,0.0,True
468,eng_Latn,English,Its large glazed windows and thin walls would not have been able to resist a determined attack for long.,Its large glazed windows and thin walls would not have been able to resist a determined attack for long.,20,20,0.9999998,0,0.0,True
469,eng_Latn,English,"In the 1480s, when its construction was begun by Lord Hastings, the country was relatively peaceful and defense was only required against small bands of roving marauders.","In the 1480s, when its construction was begun by Lord Hastings, the country was relatively peaceful and defense was only required against small bands of roving marauders.",36,36,0.9999999,0,0.0,True
470,eng_Latn,English,The balance of power was a system in which European nations sought to maintain the national sovereignty of all European states.,The balance of power was a system in which European nations sought to maintain the national sovereignty of all European states.,22,22,1.0000002,0,0.0,True
471,eng_Latn,English,"The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.","The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.",33,33,1.0,0,0.0,True
472,eng_Latn,English,The War of Spanish Succession marked the first war whose central issue was the balance of power.,The War of Spanish Succession marked the first war whose central issue was the balance of power.,19,19,1.0,0,0.0,True
473,eng_Latn,English,"This marked an important change, as European powers would no longer have the pretext of being religious wars. Thus, the Thirty Years' War would be the last war to be labeled a religious war.","This marked an important change, as European powers would no longer have the pretext of being religious wars. Thus, the Thirty Years' War would be the last war to be labeled a religious war.",39,39,1.0,0,0.0,True
474,eng_Latn,English,"The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.","The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.",29,29,1.0,0,0.0,True
475,eng_Latn,English,"According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.","According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.",31,31,1.0,0,0.0,True
476,eng_Latn,English,"The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.","The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.",32,32,1.0,0,0.0,True
477,eng_Latn,English,"Alexander, as king, offered to pay to rebuild the temple, but his offer was denied. Later, after Alexander died, the temple was rebuilt in 323 BCE.","Alexander, as king, offered to pay to rebuild the temple, but his offer was denied. Later, after Alexander died, the temple was rebuilt in 323 BCE.",34,34,0.9999999,0,0.0,True
