ID,Idioma,Nombre_Idioma,Texto,Split,Tokens,Caracteres,Palabras,Tokens_por_palabra,Tokens_por_caracter,Tokens_English,IDTL
151,spa_Latn,Español,"En 2010, cuando ya había sido nacionalizado, el hoy en día banco principal, Northern Rock plc, se separó del «banco malo», Northern Rock (Gestión de Activos).",dev,43,158,26,1.6538461538461537,0.2721518987341772,31,1.3870967741935485
152,spa_Latn,Español,"Virgin no ha adquirido la empresa de gestión de activos, sino únicamente el «buen banco» de Northern Rock.",dev,29,106,18,1.6111111111111112,0.27358490566037735,19,1.5263157894736843
153,spa_Latn,Español,Se cree que esta es la quinta oportunidad en la historia en que las personas han podido ver la caída sobre la Tierra de lo que fue químicamente confirmado como material marciano.,dev,43,178,32,1.34375,0.24157303370786518,29,1.4827586206896552
154,spa_Latn,Español,"De los cerca de 24 000 meteoritos que se sabe han impactado sobre la Tierra, se ha corroborado que tan solo 34 son de provienen de Marte.",dev,38,137,27,1.4074074074074074,0.2773722627737226,31,1.2258064516129032
155,spa_Latn,Español,Se adjudicaron quince de estas rocas a la lluvia de meteoritos ocurrida en julio pasado.,dev,26,88,15,1.7333333333333334,0.29545454545454547,16,1.625
156,spa_Latn,Español,"Algunas de las rocas, muy poco comunes en la Tierra, se venden entre $11 000 y $22 500 dólares por onza, que representa aproximadamente diez veces el precio del oro.",dev,49,165,30,1.6333333333333333,0.296969696969697,41,1.1951219512195121
157,spa_Latn,Español,"Después de la carrera, el Campeonato de Pilotos continúa liderado por Keselowski, con un puntaje de 2250.",dev,31,105,17,1.8235294117647058,0.29523809523809524,20,1.55
158,spa_Latn,Español,"Johnson está en la segunda posición con 2243 puntos, siete puntos abajo.",dev,18,72,12,1.5,0.25,13,1.3846153846153846
159,spa_Latn,Español,"Hamlin ocupa la posición número tres con veinte puntos menos, pero con cinco más que Bowyer. Kahne y Truex, Jr. están en quinto y sexto lugar con una puntuación de 2220 y 2207, respectivamente.",dev,56,193,34,1.6470588235294117,0.29015544041450775,43,1.302325581395349
160,spa_Latn,Español,"Stewart, Gordon, Kenseth and Harvick completan los diez primeros puestos del Campeonato de Pilotos, en una temporada que todavía cuenta con cuatro carreras más por delante.",dev,45,172,26,1.7307692307692308,0.2616279069767442,32,1.40625
161,spa_Latn,Español,La Marina de los Estados Unidos también manifestó que conducía una investigación del incidente.,dev,18,95,14,1.2857142857142858,0.18947368421052632,11,1.6363636363636365
162,spa_Latn,Español,También se dijo en un comunicado que: «La tripulación se encuentra actualmente trabajando para decidir cuál es el método más seguro para extraer el barco».,dev,39,155,25,1.56,0.25161290322580643,24,1.625
163,spa_Latn,Español,"El barco, una nave minera de clase Avenger de contramedidas, se dirigía rumbo a Puerto Princesa, en Palawan.",dev,32,108,18,1.7777777777777777,0.2962962962962963,25,1.28
164,spa_Latn,Español,"Forma parte de la Séptima Flota del cuerpo de Marines de los Estados Unidos y su base es en Sasebo, Nagasaki, Japón.",dev,34,116,22,1.5454545454545454,0.29310344827586204,24,1.4166666666666667
165,spa_Latn,Español,"Los terroristas de Mumbai arribaron en una embarcación el 26 de noviembre de 2008, munidos con granadas y armas automáticas, y atacaron numerosos objetivos, como la concurrida estación ferroviaria Chhatrapati Schivaji y el popular Hotel Taj Mahal.",dev,71,247,37,1.9189189189189189,0.2874493927125506,49,1.4489795918367347
166,spa_Latn,Español,El estudio de campo y la recolección de datos hechos por David Headley facilitó el ataque perpetrado por los 10 hombres armados de la facción militante paquistaní Ejército de los Puros.,dev,49,185,31,1.5806451612903225,0.2648648648648649,31,1.5806451612903225
167,spa_Latn,Español,El ataque sometió a una intensa presión a los vínculos entre India y Pakistán.,dev,24,78,14,1.7142857142857142,0.3076923076923077,13,1.8461538461538463
168,spa_Latn,Español,"En compañía de tales funcionarios, garantizó a los ciudadanos de Texas que se estaban adoptando medidas de protección en pos de la seguridad pública.",dev,34,149,24,1.4166666666666667,0.22818791946308725,23,1.4782608695652173
169,spa_Latn,Español,"Específicamente, Perry manifestó: «Existen pocos lugares en el planeta que cuenten con equipamiento más idóneo para afrontar un desafío como el que aquí se plantea».",dev,46,165,25,1.84,0.2787878787878788,26,1.7692307692307692
170,spa_Latn,Español,"Asimismo, el gobernador manifestó: «En el día de la fecha, hemos tomado conocimiento de que se ha identificado a algunos niños en edad escolar que habían estado en contacto con el paciente».",dev,47,190,32,1.46875,0.24736842105263157,26,1.8076923076923077
171,spa_Latn,Español,Seguidamente comentó: «Es una situación de gravedad. Den por seguro que nuestro sistema funciona tan bien como debería».,dev,28,120,18,1.5555555555555556,0.23333333333333334,25,1.12
172,spa_Latn,Español,"En caso de constatarse, el descubrimiento completaría una pesquisa del Allen del Musashide que ha durado ocho años.",dev,30,115,18,1.6666666666666667,0.2608695652173913,16,1.875
173,spa_Latn,Español,"A través del seguimiento de un mapeo del fondo marino, se encontró el naufragio con el uso de un ROV.",dev,30,101,20,1.5,0.297029702970297,13,2.3076923076923075
174,spa_Latn,Español,"Se cree que Allen, de las personas más pudientes del globo, ha invertido buena parte de su fortuna en exploraciones marinas y el motivo de encarar la búsqueda de los Musashi fue el interés que siempre tuvo en la guerra.",dev,54,219,40,1.35,0.2465753424657534,37,1.4594594594594594
175,spa_Latn,Español,Recibió contundentes elogios durante su estadía en Atlanta y ganó reconocimiento por su educación urbana innovadora.,dev,29,116,16,1.8125,0.25,17,1.7058823529411764
176,spa_Latn,Español,Fue nombrado Superintendente Nacional del Año en 2009.,dev,18,54,8,2.25,0.3333333333333333,16,1.125
177,spa_Latn,Español,"Al momento de su nombramiento, las escuelas de Atlanta habían demostrado una importante mejora en las calificaciones de exámenes.",dev,33,129,19,1.736842105263158,0.2558139534883721,18,1.8333333333333333
178,spa_Latn,Español,"Al poco tiempo, se hizo una publicación en el Atlanta Journal-Constitution que contenía un informe en el que se señalaban los problemas de los resultados de los exámenes.",dev,40,170,28,1.4285714285714286,0.23529411764705882,17,2.3529411764705883
179,spa_Latn,Español,"Según mostró el informe, las calificaciones de los exámenes habían subido escandalosamente rápido y afirmaba que el establecimiento educativo había detectado problemas internamente, pero que no tomó ninguna medida al respecto.",dev,52,226,31,1.6774193548387097,0.23008849557522124,27,1.9259259259259258
180,spa_Latn,Español,"De allí en adelante, la evidencia demostró que los exámenes habían sido falsificados. En 2013, Hall y otros 34 funcionarios educativos fueron acusados.",dev,44,151,23,1.9130434782608696,0.2913907284768212,26,1.6923076923076923
181,spa_Latn,Español,Las autoridades de Irlanda insisten en la urgencia de una normativa parlamentaria a fin de rectificar la situación.,dev,28,115,18,1.5555555555555556,0.24347826086956523,16,1.75
182,spa_Latn,Español,"«Ahora, es importante, tanto desde la perspectiva de la salud pública como de la justicia criminal, que la legislación se sancione cuanto antes», afirmó un vocero del gobierno.",dev,43,176,28,1.5357142857142858,0.24431818181818182,28,1.5357142857142858
183,spa_Latn,Español,El Ministro de Salud manifestó su preocupación por el bienestar de quienes sacan partido de la legalidad temporal de las sustancias implicada y por las condenas por drogas que se han dictado desde la entrada en vigencia de los ahora inconstitucionales cambios.,dev,61,260,42,1.4523809523809523,0.23461538461538461,39,1.564102564102564
184,spa_Latn,Español,"Jarque participaba en un entrenamiento de pretemporada en Coverciano, Italia, temprano en la mañana. Se hospedaba en el hotel del equipo, antes de un encuentro programado para el domingo contra Bolonia.",dev,51,202,31,1.6451612903225807,0.2524752475247525,37,1.3783783783783783
185,spa_Latn,Español,Se quedaba en el hotel del equipo previo a un partido programado contra Bolonia para el domingo.,dev,22,96,17,1.2941176470588236,0.22916666666666666,18,1.2222222222222223
186,spa_Latn,Español,"El autobús iba al Six Flags St. Louis, Misuri, para que la banda tocara frente a una multitud que había agotado los boletos.",dev,36,124,23,1.565217391304348,0.2903225806451613,23,1.565217391304348
187,spa_Latn,Español,"Conforme relataron los testigos, a la 1:15 de la madrugada del sábado, mientras el autobús cruzaba un semáforo en verde, el vehículo hizo un giro en frente de él.",dev,49,162,29,1.6896551724137931,0.30246913580246915,33,1.4848484848484849
188,spa_Latn,Español,"La noche del 9 de agosto, el ojo de Morakot quedó a cerca de 60 km de distancia de la ciudad china de Fujian.",dev,33,109,24,1.375,0.30275229357798167,28,1.1785714285714286
189,spa_Latn,Español,Se calcula que el tifón se desplaza en dirección a China a 11 km/h.,dev,22,67,14,1.5714285714285714,0.3283582089552239,15,1.4666666666666666
190,spa_Latn,Español,Los pasajeros pudieron beber agua mientras esperaban a una temperatura de 90 °F.,dev,21,80,13,1.6153846153846154,0.2625,16,1.3125
191,spa_Latn,Español,"Scott Kouns, capitán del cuartel de bomberos, comentó: «Era un día de calor en Santa Clara, con temperaturas de 90 grados.",dev,37,122,21,1.7619047619047619,0.30327868852459017,25,1.48
192,spa_Latn,Español,"Sea cual sea el tiempo que podría pasarse atrapado en una montaña rusa, resultaría incómodo, como mínimo, y llevó al menos una hora lograr descender a la primera persona del juego».",dev,46,181,31,1.4838709677419355,0.2541436464088398,34,1.3529411764705883
193,spa_Latn,Español,"Schumacher, quien se alejó de las pistas en 2006 después de ser siete veces campeón del Fórmula 1, debía ir en reemplazo de Felipe Massa, debido a su lesión.",dev,52,157,29,1.793103448275862,0.33121019108280253,29,1.793103448275862
194,spa_Latn,Español,"En 2009, brasileño sufrió un traumatismo agudo en su cabeza en una colisión durante el Gran Premio de Hungría.",dev,31,110,19,1.631578947368421,0.2818181818181818,19,1.631578947368421
195,spa_Latn,Español,Massa debe estar fuera durante al menos lo que resta de la temporada 2009.,dev,18,74,14,1.2857142857142858,0.24324324324324326,19,0.9473684210526315
196,spa_Latn,Español,"El ministro presidencial, Rodrigo Arias anunció: «Arias dio positivo en un caso leve del virus».",dev,26,96,15,1.7333333333333334,0.2708333333333333,19,1.368421052631579
197,spa_Latn,Español,"El presidente se encuentra estable, aunque permanecerá aislado en su casa por varios días.",dev,20,90,14,1.4285714285714286,0.2222222222222222,18,1.1111111111111112
198,spa_Latn,Español,"Excepto por el estado febril y el dolor de garganta, me siento bien y en buen estado para continuar con mis funciones en la modalidad de teletrabajo.",dev,37,149,27,1.3703703703703705,0.2483221476510067,27,1.3703703703703705
199,spa_Latn,Español,"«Espero poder volver a mis funciones el lunes», manifestó Arias en un comunicado.",dev,22,81,13,1.6923076923076923,0.2716049382716049,18,1.2222222222222223
200,spa_Latn,Español,"La tormenta Felicia, que tiempo antes había alcanzado la cuarta categoría en la escala de huracanes de Saffir-Simpson, se redujo a una depresión tropical antes de desvanecerse el día martes.",dev,54,190,30,1.8,0.28421052631578947,30,1.8
201,spa_Latn,Español,"Sus remanentes provocaron precipitaciones en casi todas las islas, pero hasta ahora no hay registros de daños o inundaciones.",dev,29,125,19,1.5263157894736843,0.232,23,1.2608695652173914
202,spa_Latn,Español,"La lluvia, que alcanzó las 6.34 pulgadas según un medidor de Oahu, se describió como «provechosa».",dev,35,98,16,2.1875,0.35714285714285715,23,1.5217391304347827
203,spa_Latn,Español,"Parte de las precipitaciones contaron, además, con tormentas eléctricas y numerosos relámpagos.",dev,27,95,12,2.25,0.28421052631578947,13,2.076923076923077
204,spa_Latn,Español,"Ayer, el Twin Otter había realizado intentos de aterrizaje en Kokoda, como vuelo CG4684 de la aerolínea PNG, pero ya había abortado una vez.",dev,42,140,24,1.75,0.3,27,1.5555555555555556
205,spa_Latn,Español,Desapareció unos diez minutos antes de que tuviera que aterrizar desde su segundo acercamiento.,dev,25,95,14,1.7857142857142858,0.2631578947368421,18,1.3888888888888888
206,spa_Latn,Español,"Hoy se localizó el lugar del accidente y dada su inaccesibilidad, fue preciso bajar a dos policías a la jungla para que pudieran llegar a pie hasta el lugar en busca de sobrevivientes.",dev,51,184,33,1.5454545454545454,0.27717391304347827,31,1.6451612903225807
207,spa_Latn,Español,Fueron las mismas condiciones climáticas que habían frustrado el aterrizaje las que impidieron la búsqueda.,dev,27,107,15,1.8,0.2523364485981308,18,1.5
208,spa_Latn,Español,"Según se informó, explotó un apartamento en Macbeth Street, a causa de una fuga de gas.",dev,26,87,16,1.625,0.2988505747126437,17,1.5294117647058822
209,spa_Latn,Español,"Un empleado de la compañía de gas se acercó al lugar, a raíz de la llamada de un vecino alertando sobre una fuga de gas.",dev,36,120,25,1.44,0.3,20,1.8
210,spa_Latn,Español,"Cuando el empleado llegó, el departamento explotó.",dev,13,50,7,1.8571428571428572,0.26,9,1.4444444444444444
211,spa_Latn,Español,"No se informó la existencia de heridos graves, pero se dio tratamiento a, por lo menos, cinco personas por síntomas de shock que se encontraba en la escena al momento de la explosión.",dev,45,183,33,1.3636363636363635,0.2459016393442623,26,1.7307692307692308
212,spa_Latn,Español,Dentro del apartamento no había nadie.,dev,11,38,6,1.8333333333333333,0.2894736842105263,7,1.5714285714285714
213,spa_Latn,Español,"En ese momento, se evacuó a cerca de 100 residentes de la región.",dev,20,65,13,1.5384615384615385,0.3076923076923077,14,1.4285714285714286
214,spa_Latn,Español,El golf y el rugby están preparados para volver a las Olimpiadas.,dev,17,65,12,1.4166666666666667,0.26153846153846155,13,1.3076923076923077
215,spa_Latn,Español,"El día de hoy, el Comité Olímpico Internacional votó en su reunión ejecutiva en Berlín para incluir los deportes. Se seleccionó al rugby, en especial el rugby union, y al golf entre otras cinco disciplinas que se habían presentado para que se considerase su participación en los Juegos Olímpicos.",dev,76,296,49,1.5510204081632653,0.25675675675675674,41,1.853658536585366
216,spa_Latn,Español,"El squash, el karate y el patinaje intentaron ingresar al programa de los Juegos Olímpicos, al igual que el béisbol y el softbol, que quedaron fuera en la competencia del 2005.",dev,50,176,31,1.6129032258064515,0.2840909090909091,36,1.3888888888888888
217,spa_Latn,Español,"La votación todavía está sujeta a la ratificación en pleno del el COI, lo que se decidirá en la reunión de octubre, en Copenhague.",dev,39,130,24,1.625,0.3,18,2.1666666666666665
218,spa_Latn,Español,No todos estuvieron a favor de la inclusión de las filas para mujeres.,dev,18,70,13,1.3846153846153846,0.2571428571428571,13,1.3846153846153846
219,spa_Latn,Español,"Amir Khan, ganador de la medalla de plata en 2004, expresó: «Muy dentro de mí, no creo que las mujeres deberían pelear. Eso es lo que opino».",dev,45,141,27,1.6666666666666667,0.3191489361702128,26,1.7307692307692308
220,spa_Latn,Español,"Pese a sus declaraciones, manifestó que apoyará a los atletas británicos en los Juegos Olímpicos de Londres 2012.",dev,36,113,18,2.0,0.3185840707964602,23,1.565217391304348
221,spa_Latn,Español,El juicio tuvo lugar en la Corte de la Corona de Birmingham y finalizó el 3 de agosto.,dev,25,86,18,1.3888888888888888,0.29069767441860467,15,1.6666666666666667
222,spa_Latn,Español,"El presentador, a quien se arrestó en el lugar, negó la agresión y sostuvo que empleó el palo como protección contra las botellas que hasta unas treinta personas le lanzaban.",dev,45,174,30,1.5,0.25862068965517243,34,1.3235294117647058
223,spa_Latn,Español,Se condenó a Blake por intento de obstrucción de justicia.,dev,17,58,10,1.7,0.29310344827586204,14,1.2142857142857142
224,spa_Latn,Español,El juez le manifestó a Blake que era «prácticamente inevitable» que lo enviaran a prisión.,dev,25,90,15,1.6666666666666667,0.2777777777777778,19,1.3157894736842106
225,spa_Latn,Español,La energía oscura es una fuerza totalmente fuera del alcance de la vista que opera continuamente sobre el universo.,dev,26,115,19,1.368421052631579,0.22608695652173913,15,1.7333333333333334
226,spa_Latn,Español,Su sabe de su existencia solo por la forma en que afecta la expansión del universo.,dev,21,83,16,1.3125,0.25301204819277107,16,1.3125
227,spa_Latn,Español,"Los científicos han hallado accidentes geográficos desparramados sobre la superficie lunar denominados escarpes lobulados, que parecen ser el resultado del achicamiento muy lento que experimenta este satélite.",dev,51,209,27,1.8888888888888888,0.24401913875598086,29,1.7586206896551724
228,spa_Latn,Español,"Estos declives ásperos fueron hallados por toda la superficie lunar y lucen mínimamente erosionados, lo que supone que los fenómenos geológicos que le dieron origen fueron bastante recientes.",dev,49,191,28,1.75,0.25654450261780104,31,1.5806451612903225
229,spa_Latn,Español,Esta premisa se enfrenta con la que sostiene que la luna no presenta ningún tipo de actividad geológica.,dev,25,104,18,1.3888888888888888,0.2403846153846154,17,1.4705882352941178
230,spa_Latn,Español,Se cree que el hombre guio un vehículo de tres ruedas munido con explosivos hacia la multitud.,dev,25,94,17,1.4705882352941178,0.26595744680851063,17,1.4705882352941178
231,spa_Latn,Español,Se detuvo al sospechoso de detonar la bomba luego de que sufriera heridas debido a la explosión.,dev,28,96,17,1.6470588235294117,0.2916666666666667,18,1.5555555555555556
232,spa_Latn,Español,"Su nombre es aún desconocido para las autoridades, aunque saben que es miembro del grupo étnico iugur.",dev,28,102,17,1.6470588235294117,0.27450980392156865,24,1.1666666666666667
233,spa_Latn,Español,"Nadia nació por cesárea el 17 de septiembre de 2007 en una maternidad de Aleisk, Rusia, con un exorbitante peso de 17 libras y 1 onza.",dev,48,134,26,1.8461538461538463,0.3582089552238806,40,1.2
234,spa_Latn,Español,"«Todos estábamos, sencillamente, en estado de conmoción absoluta», declaró la madre.",dev,26,84,11,2.3636363636363638,0.30952380952380953,11,2.3636363636363638
235,spa_Latn,Español,"Cuando le preguntaron qué había dicho el padre, ella contestó «No pudo decir ni una palabra, se quedó allí parado y parpadeando».",dev,36,129,22,1.6363636363636365,0.27906976744186046,23,1.565217391304348
236,spa_Latn,Español,"Se comportará igual que el agua. Es transparente, tal como lo es el agua.",dev,19,73,14,1.3571428571428572,0.2602739726027397,17,1.1176470588235294
237,spa_Latn,Español,"Por lo tanto, si estuviera de pie junto a la orilla, podría observar cualquier pequeña piedra o porquería que hubiese en el fondo.",dev,35,130,23,1.5217391304347827,0.2692307692307692,30,1.1666666666666667
238,spa_Latn,Español,"«Por lo que sabemos hasta ahora, solo hay un planeta que presenta más dinamismo que Titán; se le llama Tierra», agregó Stofan.",dev,36,126,22,1.6363636363636365,0.2857142857142857,31,1.1612903225806452
239,spa_Latn,Español,"El 1 de enero comenzaron los problemas, cuando docenas de lugareños presentaron quejas en la oficina de correo de Obanazawa por no haber recibido sus tarjetas tradicionales y usuales de Año Nuevo.",dev,53,196,32,1.65625,0.27040816326530615,36,1.4722222222222223
240,spa_Latn,Español,"Ayer, el servicio postal pidió disculpas públicas a los ciudadanos y a la prensa, después de haber tomado conocimiento de que había sido un niño quien había ocultado más de 600 piezas postales, que incluían 429 saludos de Año Nuevo, que no llegaron a sus destinatarios.",dev,76,269,46,1.6521739130434783,0.2825278810408922,44,1.7272727272727273
241,spa_Latn,Español,"El orbitador lunar sin tripulación, Chandrayaan-1, expulsó su Sonda de Impacto Lunar (MIP), que se precipitó en la superficie de la Luna a 1,5 kilómetros por segundo (3000 millas por hora) y aterrizó estrellándose con éxito cerca del polo sur del satélite natural.",dev,80,264,43,1.8604651162790697,0.30303030303030304,54,1.4814814814814814
242,spa_Latn,Español,"Además de tres equipos científicos de gran importancia, la sonda lunar también fue protagonizada por la bandera nacional india, visible en todos los lados.",dev,35,155,24,1.4583333333333333,0.22580645161290322,25,1.4
243,spa_Latn,Español,"«Gracias por los que apoyaron a un convicto como yo», dijo Siriporn en una conferencia de prensa, según se lo citó.",dev,35,115,21,1.6666666666666667,0.30434782608695654,23,1.5217391304347827
244,spa_Latn,Español,"Algunos puede que no estén de acuerdo, pero me da igual.",dev,16,56,11,1.4545454545454546,0.2857142857142857,10,1.6
245,spa_Latn,Español,Me causa felicidad que haya personas dispuestas a brindarme su apoyo.,dev,18,69,11,1.6363636363636365,0.2608695652173913,12,1.5
246,spa_Latn,Español,"Desde la independencia pakistaní del control británico en 1947, su presidente ha nombrado «agentes políticos» para gobernar las áreas tribales bajo administración federal, que ejercen un control autónomo casi total sobre estas zonas.",dev,57,233,33,1.7272727272727273,0.2446351931330472,35,1.6285714285714286
247,spa_Latn,Español,Estos funcionarios tienen el deber de proveer servicios gubernamentales y judiciales a tenor de lo dispuesto por el artículo 247 de la Constitución paquistaní.,dev,39,159,24,1.625,0.24528301886792453,19,2.0526315789473686
248,spa_Latn,Español,"Un albergue colapsó hoy en La Meca, tierra sagrada del islam, cerca de las 10:00 a. m., hora local.",dev,36,99,19,1.894736842105263,0.36363636363636365,23,1.565217391304348
249,spa_Latn,Español,El albergue hospedaba a varios devotos que habían llegado a la ciudad sagrada las vísperas de la peregrinación del Hajj.,dev,38,120,20,1.9,0.31666666666666665,24,1.5833333333333333
250,spa_Latn,Español,El albergue eestaba ocupado en su mayor parte por huéspedes provenientes de los Emiratos Árabes Unidos.,dev,30,103,16,1.875,0.2912621359223301,13,2.3076923076923075
251,spa_Latn,Español,"La cantidad de decesos asciende a, al menos, 15 personas, cifra que se estima irá en aumento.",dev,29,93,17,1.7058823529411764,0.3118279569892473,17,1.7058823529411764
252,spa_Latn,Español,"Leonov, también llamado el «cosmonauta n.º 11», integró la tripulación original de cosmonautas de la Unión Soviética.",dev,38,117,17,2.235294117647059,0.3247863247863248,30,1.2666666666666666
253,spa_Latn,Español,"En marzo de 1965, realizó la primera actividad extravehicular (EVA), o paseo espacial tripulado, donde estuvo solo fuera de la nave durante algo más de doce minutos.",dev,45,165,27,1.6666666666666667,0.2727272727272727,39,1.1538461538461537
254,spa_Latn,Español,"Por su labor, le fue entregada la distinción «Héroe de la Unión Soviética», el mayor honor de ese estado.",dev,31,105,19,1.631578947368421,0.29523809523809524,21,1.4761904761904763
255,spa_Latn,Español,"Diez años después, estuvo al mando de la participación soviética en la misión Apollo-Soyuz, que simbolizaba el fin de la Carrera Espacial.",dev,40,138,22,1.8181818181818181,0.2898550724637681,26,1.5384615384615385
256,spa_Latn,Español,Ella afirmó: «No hay inteligencia que sugiera que sea esperable un ataque en lo inmediato.,dev,26,90,15,1.7333333333333334,0.28888888888888886,19,1.368421052631579
257,spa_Latn,Español,"No obstante, el hecho de que haya disminuido el nivel de amenaza a severo no implica que se haya disipado el peligro general».",dev,36,126,23,1.565217391304348,0.2857142857142857,20,1.8
258,spa_Latn,Español,"Aunque las autoridades no están seguras de que la amenaza sea real, la Autoridad de Transporte de Maryland procedió al cierre, a requerimiento del FBI.",dev,37,151,25,1.48,0.24503311258278146,27,1.3703703703703705
259,spa_Latn,Español,Se bloquearon los accesos a los túneles con camiones volquete y fue necesaria la participación de 80 agentes de policía para guiar a los automovilistas hacia los desvíos.,dev,47,170,28,1.6785714285714286,0.27647058823529413,24,1.9583333333333333
260,spa_Latn,Español,"La circunvalación, que es la carretera alternativa de la ciudad, no registró mayores demoras por tráfico.",dev,28,105,16,1.75,0.26666666666666666,18,1.5555555555555556
261,spa_Latn,Español,"La semana anterior a la cumbre, Nigeria había anunciado su intención de adherirse al Acuerdo de Libre Comercio Africano.",dev,31,120,19,1.631578947368421,0.25833333333333336,21,1.4761904761904763
262,spa_Latn,Español,"La adhesión de Benin fue anunciada por el comisario de Comercio e Industria de la Unión Africana (UA), Albert Muchanga.",dev,35,119,20,1.75,0.29411764705882354,15,2.3333333333333335
263,spa_Latn,Español,"El comisario expresó: «Si bien todavía no hemos definido las reglas de origen ni las condiciones arancelarias, el marco con el que contamos es suficiente para dar inicio a las transacciones desde el 1 de julio de 2020».",dev,59,219,38,1.5526315789473684,0.2694063926940639,40,1.475
264,spa_Latn,Español,"A pesar de haber perdido un giroscopio previamente en la misión de la estación espacial, la misma mantuvo su altitud hasta que se completó la caminata espacial.",dev,46,160,27,1.7037037037037037,0.2875,28,1.6428571428571428
265,spa_Latn,Español,Chiao y Sharipov indicaron que estaban a una distancia prudencial de los propulsores de control de actitud.,dev,29,107,17,1.7058823529411764,0.27102803738317754,18,1.6111111111111112
266,spa_Latn,Español,Los aviones de reacción fueron activados por el control en tierra ruso y se recuperó el plan normal de la estación.,dev,29,115,21,1.380952380952381,0.25217391304347825,15,1.9333333333333333
267,spa_Latn,Español,"El proceso legal fue llevado a cabo en Virginia, ya que allí se encuentra la sede de la compañía más importante de servicios de Internet, AOL, que fue quien presentó los cargos.",dev,41,177,32,1.28125,0.23163841807909605,27,1.5185185185185186
268,spa_Latn,Español,"Esta es la primera vez que se obtiene una condena basada en la legislación sancionada en 2003 para detener los correos electrónicos masivos, conocidos como spam, provenientes de la distribución no solicitada en las casillas de correo de los usuarios.",dev,63,250,40,1.575,0.252,36,1.75
269,spa_Latn,Español,"En enero de 2017 y con 21 años de edad, Jesús, proveniente del club brasileño Palmeiras, pasó a formar parte del Manchester City, por un salario declarado de 27 millones de libras esterlinas.",dev,55,191,33,1.6666666666666667,0.2879581151832461,29,1.896551724137931
270,spa_Latn,Español,"Desde entonces, el brasileño ha jugado para el equipo en 53 enfrentamientos, en todos los campeonatos, y ha convertido 24 veces.",dev,33,128,21,1.5714285714285714,0.2578125,24,1.375
271,spa_Latn,Español,"El Dr. Lee también se manifestó preocupado a causa de los informes que indican que los niños de Turquía ya han sido atacados por el virus de la gripe aviar A (H5N1), sin enfermarse.",dev,53,181,34,1.5588235294117647,0.292817679558011,33,1.606060606060606
272,spa_Latn,Español,"«Algunos estudios sugieren que la enfermedad debe disminuir su letalidad antes de que pueda provocar una epidemia global», señaló.",dev,35,130,19,1.8421052631578947,0.2692307692307692,21,1.6666666666666667
273,spa_Latn,Español,"Se teme que los pacientes puedan propagar el contagio al seguir con sus rutinas diarias, si persiste la levedad de los síntomas de la gripe.",dev,39,140,25,1.56,0.2785714285714286,24,1.625
274,spa_Latn,Español,"Leslie Aun, vocero de la Fundación Komen, informó que rige una nueva normativa en la organización conforme la cual no procederá el otorgamiento de subvenciones o fondos en favor de entidades que sean objeto de investigación oficial.",dev,58,232,37,1.5675675675675675,0.25,38,1.5263157894736843
275,spa_Latn,Español,La política de Komen desacreditó a Planned Parenthood a raíz de una investigación en curso que dirige el representante Cliff Stearns sobre la forma en la que esta organización informa y utiliza sus fondos.,dev,48,205,34,1.411764705882353,0.23414634146341465,32,1.5
276,spa_Latn,Español,"En su rol de director del Subcomité de Supervisión e Investigación, que se encuentra bajo el paraguas del Comité de Energía y Comercio, Stearns conduce una investigación para determinar si los impuestos se usan para financiar interrupciones de embarazos a través de Paternidad Planificada.",dev,73,289,44,1.6590909090909092,0.25259515570934254,40,1.825
277,spa_Latn,Español,"El martes, alcanzando más del 46 % de los sufragios, el ex gobernador de Massachusetts, Mitt Romney, triunfó en las elecciones primarias para presidente del Partido Republicano de Florida.",dev,49,188,29,1.6896551724137931,0.26063829787234044,24,2.0416666666666665
278,spa_Latn,Español,"Newt Gingrich, ex presidente de la Cámara de Representantes de EE. UU., obtuvo el segundo puesto, alcanzando el 32 % de los votos.",dev,37,130,23,1.608695652173913,0.2846153846153846,19,1.9473684210526316
279,spa_Latn,Español,"Al ser un estado en que el ganador recibe todo, Florida asignó sus cincuenta delegados a Rommey, lo que lo impulsó como principal candidato para la nominación del Partido Republicano.",dev,46,183,30,1.5333333333333334,0.25136612021857924,31,1.4838709677419355
280,spa_Latn,Español,"Quienes organizaron la manifestación afirmaron que cerca de 100 000 personas participaron en ciudades de Alemania como Berlín, Colonia, Hamburgo y Hannover.",dev,42,156,22,1.9090909090909092,0.2692307692307692,29,1.4482758620689655
281,spa_Latn,Español,La fuerza policial calculó 6500 manifestantes en Berlín.,dev,17,56,8,2.125,0.30357142857142855,11,1.5454545454545454
282,spa_Latn,Español,"Las manifestaciones tuvieron lujar, además, en París; Sofía, Bulgaria; Vilnius, Lituania; Valetta, Malta; Tallin, Estonia y Edimburgo y Glasgow, Escocia.",dev,51,153,20,2.55,0.3333333333333333,36,1.4166666666666667
283,spa_Latn,Español,"En Londres, cerca de 200 personas se manifestaron afuera de las oficinas de algunos de los propietarios de derechos de autor más importantes.",dev,34,141,23,1.4782608695652173,0.24113475177304963,16,2.125
284,spa_Latn,Español,"El mes pasado, se llevaron a cabo importantes manifestaciones en Polonia cuando el país firmó el ACTA, lo que causó que el gobierno polaco decidiera no ratificar el acuerdo, por el momento.",dev,45,189,32,1.40625,0.23809523809523808,34,1.3235294117647058
